"Date","DayCount","Transect","TopoLocation","O2","O2_pct","SoilMoisture","SoilMoisture_pct","Drought"
2014-11-14 23:00:00,1,1,1,0.177987778673113,17.7987778673113,0.328333333333333,32.8333333333333,"Pre-drought"
2014-11-14 23:00:00,1,1,2,0.169667754962355,16.9667754962355,0.318066666666667,31.8066666666667,"Pre-drought"
2014-11-14 23:00:00,1,1,3,0.169505998197074,16.9505998197074,0.3838,38.38,"Pre-drought"
2014-11-14 23:00:00,1,1,4,0.137438521400778,13.7438521400778,0.4658,46.58,"Pre-drought"
2014-11-14 23:00:00,1,1,5,0.169565615890448,16.9565615890448,0.3872,38.72,"Pre-drought"
2014-11-14 23:00:00,1,1,6,0.131760504023719,13.1760504023719,0.4788,47.88,"Pre-drought"
2014-11-14 23:00:00,1,1,7,0.00320000895501825,0.320000895501825,0.4928,49.28,"Pre-drought"
2014-11-14 23:00:00,1,2,1,0.173000363266492,17.3000363266492,0.451133333333333,45.1133333333333,"Pre-drought"
2014-11-14 23:00:00,1,2,2,0.186645728896572,18.6645728896572,0.3518,35.18,"Pre-drought"
2014-11-14 23:00:00,1,2,3,0.191618179384203,19.1618179384203,0.397466666666667,39.7466666666667,"Pre-drought"
2014-11-14 23:00:00,1,2,4,0.174468170713086,17.4468170713086,0.403333333333333,40.3333333333333,"Pre-drought"
2014-11-14 23:00:00,1,2,5,0.15816395685346,15.816395685346,0.404866666666667,40.4866666666667,"Pre-drought"
2014-11-14 23:00:00,1,2,6,0.144015691619487,14.4015691619487,0.403866666666667,40.3866666666667,"Pre-drought"
2014-11-14 23:00:00,1,2,7,0,0,0.525,52.5,"Pre-drought"
2014-11-14 23:00:00,1,3,1,0.171805620032356,17.1805620032356,0.3812,38.12,"Pre-drought"
2014-11-14 23:00:00,1,3,2,0.18062974080043,18.062974080043,0.4282,42.82,"Pre-drought"
2014-11-14 23:00:00,1,3,3,0.181292665252739,18.1292665252739,0.3942,39.42,"Pre-drought"
2014-11-14 23:00:00,1,3,4,0.16466650770613,16.466650770613,0.431066666666667,43.1066666666667,"Pre-drought"
2014-11-14 23:00:00,1,3,5,0.164623968928372,16.4623968928372,0.4458,44.58,"Pre-drought"
2014-11-14 23:00:00,1,3,6,0.1629891392372,16.29891392372,0.447133333333333,44.7133333333333,"Pre-drought"
2014-11-14 23:00:00,1,3,7,0,0,0.525,52.5,"Pre-drought"
2014-11-14 23:00:00,1,4,1,0.182285622303128,18.2285622303128,0.449933333333333,44.9933333333333,"Pre-drought"
2014-11-14 23:00:00,1,4,2,0.167414078257362,16.7414078257362,0.439066666666667,43.9066666666667,"Pre-drought"
2014-11-14 23:00:00,1,4,3,0.170991943792384,17.0991943792384,0.232866666666667,23.2866666666667,"Pre-drought"
2014-11-14 23:00:00,1,4,4,0.171709033816425,17.1709033816425,0.411933333333333,41.1933333333333,"Pre-drought"
2014-11-14 23:00:00,1,4,5,0.176787249584677,17.6787249584677,0.3462,34.62,"Pre-drought"
2014-11-14 23:00:00,1,4,6,0.15664477705673,15.664477705673,0.410466666666667,41.0466666666667,"Pre-drought"
2014-11-14 23:00:00,1,4,7,0.0230872561324702,2.30872561324702,0.488866666666667,48.8866666666667,"Pre-drought"
